S,Word,Wor/Phr,Type,British phonetics,5916,LV,700,1334,800,260,412,20465
10725,cleanup,W,n,,,,,,,,,20465
10726,clearance,W,n,,,,,,,,,20465
10727,cleared,W,adj,,,,,,,,,20465
10728,clearing,W,n,,,,,,,,,20465
10729,clearing,W,adj,,,,,,,,,20465
10730,clearinghouse,W,n,,,,,,,,,20465
10731,cleat,W,n,,,,,,,,,20465
10732,cleavage,W,n,,,,,,,,,20465
10733,cleaver,W,n,,,,,,,,,20465
10734,clef,W,n,,,,,,,,,20465
10735,cleft,W,n,,,,,,,,,20465
10736,cleft,W,adj,,,,,,,,,20465
10737,clemency,W,n,,,,,,,,,20465
10738,clench,W,v,,,,,,,,,20465
10739,clergy,W,n,,,,,,,,,20465
10740,cleric,W,n,,,,,,,,,20465
10741,clerical,W,adj,,,,,,,,,20465
10742,clerkship,W,n,,,,,,,,,20465
10743,cliche,W,n,,,,,,,,,20465
10744,clicker,W,n,,,,,,,,,20465
10745,cliffhanger,W,n,,,,,,,,,20465
10746,climate-controlled,W,adj,,,,,,,,,20465
10747,climax,W,n,,,,,,,,,20465
10748,climber,W,n,,,,,,,,,20465
10749,climbing,W,n,,,,,,,,,20465
10750,clincher,W,n,,,,,,,,,20465
10751,clinically,W,,,,,,,,,,20465
10752,clinician,W,n,,,,,,,,,20465
10753,clipboard,W,n,,,,,,,,,20465
10754,clipper,W,n,,,,,,,,,20465
10755,clipping,W,n,,,,,,,,,20465
10756,cloak,W,n,,,,,,,,,20465
10757,cloakroom,W,n,,,,,,,,,20465
10758,clockwise,W,,,,,,,,,,20465
10759,clockwise,W,adj,,,,,,,,,20465
10760,clockwork,W,n,,,,,,,,,20465
10761,clog,W,v,,,,,,,,,20465
10762,clog,W,n,,,,,,,,,20465
10763,clogged,W,adj,,,,,,,,,20465
10764,cloister,W,n,,,,,,,,,20465
10765,clone,W,v,,,,,,,,,20465
10766,clone,W,n,,,,,,,,,20465
10767,cloning,W,n,,,,,,,,,20465
10768,closed-end,W,adj,,,,,,,,,20465
10769,closeout,W,n,,,,,,,,,20465
10770,closer,W,adj,,,,,,,,,20465
10771,closest,W,adj,,,,,,,,,20465
10772,closet,W,v,,,,,,,,,20465
10773,closet,W,n,,,,,,,,,20465
10774,closeted,W,adj,,,,,,,,,20465
10775,close-up,W,n,,,,,,,,,20465
10776,close-up,W,adj,,,,,,,,,20465
10777,closing,W,n,,,,,,,,,20465
10778,closing,W,adj,,,,,,,,,20465
10779,clot,W,v,,,,,,,,,20465
10780,clot,W,n,,,,,,,,,20465
10781,clothesline,W,n,,,,,,,,,20465
10782,cloudiness,W,n,,,,,,,,,20465
10783,cloudy,W,adj,,,,,,,,,20465
10784,clove,W,n,,,,,,,,,20465
10785,clover,W,n,,,,,,,,,20465
10786,clown,W,n,,,,,,,,,20465
10787,clubface,W,n,,,,,,,,,20465
10788,clubhead,W,n,,,,,,,,,20465
10789,clubhouse,W,n,,,,,,,,,20465
10790,clump,W,n,,,,,,,,,20465
10791,clunker,W,n,,,,,,,,,20465
10792,clustered,W,adj,,,,,,,,,20465
10793,clustering,W,n,,,,,,,,,20465
10794,clutch,W,v,,,,,,,,,20465
10795,clutch,W,n,,,,,,,,,20465
10796,clutter,W,n,,,,,,,,,20465
10797,clutter-free,W,adj,,,,,,,,,20465
10798,coaching,W,n,,,,,,,,,20465
10799,coagulation,W,n,,,,,,,,,20465
10800,coalesce,W,v,,,,,,,,,20465
10801,coal-fired,W,adj,,,,,,,,,20465
10802,co-anchor,W,n,,,,,,,,,20465
10803,coarse,W,adj,,,,,,,,,20465
10804,coaster,W,n,,,,,,,,,20465
10805,coastline,W,n,,,,,,,,,20465
10806,coated,W,adj,,,,,,,,,20465
10807,coating,W,n,,,,,,,,,20465
10808,co-author,W,n,,,,,,,,,20465
10809,coax,W,v,,,,,,,,,20465
10810,coaxial,W,adj,,,,,,,,,20465
10811,cob,W,n,,,,,,,,,20465
10812,cobalt,W,n,,,,,,,,,20465
10813,cobble,W,n,,,,,,,,,20465
10814,cobbled,W,adj,,,,,,,,,20465
10815,cobblestone,W,n,,,,,,,,,20465
10816,cobra,W,n,,,,,,,,,20465
10817,cocaine,W,n,,,,,,,,,20465
10818,co-captain,W,n,,,,,,,,,20465
10819,coccyx,W,n,,,,,,,,,20465
10820,co-chairman,W,n,,,,,,,,,20465
10821,cochlea,W,n,,,,,,,,,20465
10822,cochlear,W,adj,,,,,,,,,20465
10823,cock,W,v,,,,,,,,,20465
10824,cock,W,n,,,,,,,,,20465
10825,cockatiel,W,n,,,,,,,,,20465
10826,cockatoo,W,n,,,,,,,,,20465
10827,cocking,W,n,,,,,,,,,20465
10828,cockney,W,adj,,,,,,,,,20465
10829,cockpit,W,n,,,,,,,,,20465
10830,cockroach,W,n,,,,,,,,,20465
10831,coco,W,n,,,,,,,,,20465
10832,cocoa,W,n,,,,,,,,,20465
10833,coconut,W,n,,,,,,,,,20465
10834,cod,W,n,,,,,,,,,20465
10835,coda,W,n,,,,,,,,,20465
10836,codec,W,n,,,,,,,,,20465
10837,codependency,W,n,,,,,,,,,20465
10838,coder,W,n,,,,,,,,,20465
10839,codex,W,n,,,,,,,,,20465
10840,codger,W,n,,,,,,,,,20465
10841,coding,W,n,,,,,,,,,20465
10842,codon,W,n,,,,,,,,,20465
10843,coed,W,adj,,,,,,,,,20465
10844,coeducational,W,adj,,,,,,,,,20465
10845,coefficient,W,n,,,,,,,,,20465
10846,cofactor,W,n,,,,,,,,,20465
10847,coffin,W,n,,,,,,,,,20465
10848,co-founder,W,n,,,,,,,,,20465
10849,cog,W,n,,,,,,,,,20465
10850,cogent,W,adj,,,,,,,,,20465
10851,cognac,W,n,,,,,,,,,20465
10852,cognition,W,n,,,,,,,,,20465
10853,cognitive-behavioral,W,adj,,,,,,,,,20465
10854,cohabitation,W,n,,,,,,,,,20465
10855,coherence,W,n,,,,,,,,,20465
10856,coherent,W,adj,,,,,,,,,20465
10857,cohort,W,n,,,,,,,,,20465
10858,co-host,W,n,,,,,,,,,20465
10859,coil,W,v,,,,,,,,,20465
10860,coil,W,n,,,,,,,,,20465
10861,coinage,W,n,,,,,,,,,20465
10862,coke,W,n,,,,,,,,,20465
10863,col,W,n,,,,,,,,,20465
10864,cola,W,n,,,,,,,,,20465
10865,coldly,W,,,,,,,,,,20465
10866,coldwater,W,adj,,,,,,,,,20465
10867,coliseum,W,n,,,,,,,,,20465
10868,colitis,W,n,,,,,,,,,20465
10869,collaborative,W,adj,,,,,,,,,20465
10870,collaborator,W,n,,,,,,,,,20465
10871,collage,W,n,,,,,,,,,20465
10872,collagen,W,n,,,,,,,,,20465
10873,collapsible,W,adj,,,,,,,,,20465
10874,collar,W,n,,,,,,,,,20465
10875,collateral,W,n,,,,,,,,,20465
10876,collectable,W,adj,,,,,,,,,20465
10877,collectible,W,adj,,,,,,,,,20465
10878,collectibles,W,n,,,,,,,,,20465
10879,collectively,W,,,,,,,,,,20465
10880,collegian,W,n,,,,,,,,,20465
10881,collegiate,W,adj,,,,,,,,,20465
10882,collide,W,v,,,,,,,,,20465
10883,collider,W,n,,,,,,,,,20465
10884,collie,W,n,,,,,,,,,20465
10885,colliery,W,n,,,,,,,,,20465
10886,colloid,W,n,,,,,,,,,20465
10887,colloidal,W,adj,,,,,,,,,20465
10888,colloquial,W,adj,,,,,,,,,20465
10889,colloquially,W,,,,,,,,,,20465
10890,collusion,W,n,,,,,,,,,20465
10891,cologne,W,n,,,,,,,,,20465
10892,colombian,W,n,,,,,,,,,20465
10893,colombian,W,adj,,,,,,,,,20465
10894,colon,W,n,,,,,,,,,20465
10895,colonel,W,n,,,,,,,,,20465
10896,colonist,W,n,,,,,,,,,20465
10897,colonization,W,n,,,,,,,,,20465
10898,colonize,W,v,,,,,,,,,20465
10899,colonoscopy,W,n,,,,,,,,,20465
10900,color,W,v,,,,,,,,,20465
10901,color,W,n,,,,,,,,,20465
10902,colorant,W,n,,,,,,,,,20465
10903,coloration,W,n,,,,,,,,,20465
10904,colorectal,W,adj,,,,,,,,,20465
10905,colored,W,adj,,,,,,,,,20465
10906,colorful,W,adj,,,,,,,,,20465
10907,coloring,W,n,,,,,,,,,20465
10908,colorist,W,n,,,,,,,,,20465
10909,colorless,W,adj,,,,,,,,,20465
10910,colossal,W,adj,,,,,,,,,20465
10911,colossus,W,n,,,,,,,,,20465
10912,colouring,W,n,,,,,,,,,20465
10913,colt,W,n,,,,,,,,,20465
10914,columbian,W,n,,,,,,,,,20465
10915,coma,W,n,,,,,,,,,20465
10916,comb,W,v,,,,,,,,,20465
10917,comb,W,n,,,,,,,,,20465
10918,combatant,W,n,,,,,,,,,20465
10919,combed,W,adj,,,,,,,,,20465
10920,combined,W,adj,,,,,,,,,20465
10921,combo,W,n,,,,,,,,,20465
10922,combustion,W,n,,,,,,,,,20465
10923,comeback,W,n,,,,,,,,,20465
10924,comedian,W,n,,,,,,,,,20465
10925,comedic,W,adj,,,,,,,,,20465
10926,comet,W,n,,,,,,,,,20465
10927,comfortably,W,,,,,,,,,,20465
10928,comforter,W,n,,,,,,,,,20465
10929,comforting,W,adj,,,,,,,,,20465
10930,comfy,W,adj,,,,,,,,,20465
10931,comically,W,,,,,,,,,,20465
10932,coming,W,n,,,,,,,,,20465
10933,coming,W,adj,,,,,,,,,20465
10934,comma,W,n,,,,,,,,,20465
10935,commandant,W,n,,,,,,,,,20465
10936,commanding,W,adj,,,,,,,,,20465
10937,commandment,W,n,,,,,,,,,20465
10938,commando,W,n,,,,,,,,,20465
10939,commemorate,W,v,,,,,,,,,20465
10940,commemoration,W,n,,,,,,,,,20465
10941,commemorative,W,adj,,,,,,,,,20465
10942,commencement,W,n,,,,,,,,,20465
10943,commend,W,v,,,,,,,,,20465
10944,commensurate,W,adj,,,,,,,,,20465
10945,commercialization,W,n,,,,,,,,,20465
10946,commercially,W,,,,,,,,,,20465
10947,commissar,W,n,,,,,,,,,20465
10948,commissary,W,n,,,,,,,,,20465
10949,commissary,W,adj,,,,,,,,,20465
10950,commissioned,W,adj,,,,,,,,,20465
10951,commissioning,W,n,,,,,,,,,20465
10952,commodore,W,n,,,,,,,,,20465
10953,commons,W,n,,,,,,,,,20465
10954,commonwealth,W,n,,,,,,,,,20465
10955,communal,W,adj,,,,,,,,,20465
10956,communicative,W,adj,,,,,,,,,20465
10957,communicator,W,n,,,,,,,,,20465
10958,communion,W,n,,,,,,,,,20465
10959,communism,W,n,,,,,,,,,20465
10960,commute,W,v,,,,,,,,,20465
10961,commuter,W,n,,,,,,,,,20465
10962,commuting,W,n,,,,,,,,,20465
10963,comp,W,n,,,,,,,,,20465
10964,compact,W,v,,,,,,,,,20465
10965,compact,W,n,,,,,,,,,20465
10966,compact,W,adj,,,,,,,,,20465
10967,compaction,W,n,,,,,,,,,20465
10968,compactness,W,n,,,,,,,,,20465
10969,companionship,W,n,,,,,,,,,20465
10970,companionway,W,n,,,,,,,,,20465
10971,company-owned,W,adj,,,,,,,,,20465
10972,comparatively,W,,,,,,,,,,20465
10973,compartment,W,n,,,,,,,,,20465
10974,compass,W,n,,,,,,,,,20465
10975,compassionate,W,adj,,,,,,,,,20465
10976,compatibility,W,n,,,,,,,,,20465
10977,compatible,W,adj,,,,,,,,,20465
10978,compatriot,W,n,,,,,,,,,20465
10979,compendium,W,n,,,,,,,,,20465
10980,compensatory,W,adj,,,,,,,,,20465
10981,competency,W,n,,,,,,,,,20465
10982,competency-based,W,adj,,,,,,,,,20465
10983,competing,W,adj,,,,,,,,,20465
10984,competitiveness,W,n,,,,,,,,,20465
10985,compilation,W,n,,,,,,,,,20465
10986,compiled,W,adj,,,,,,,,,20465
10987,compiler,W,n,,,,,,,,,20465
10988,complainant,W,n,,,,,,,,,20465
10989,complainer,W,n,,,,,,,,,20465
10990,complementary,W,adj,,,,,,,,,20465
10991,completed,W,adj,,,,,,,,,20465
10992,completeness,W,n,,,,,,,,,20465
10993,complexion,W,n,,,,,,,,,20465
10994,compliant,W,adj,,,,,,,,,20465
10995,compliment,W,v,,,,,,,,,20465
10996,compliment,W,n,,,,,,,,,20465
10997,complimentary,W,adj,,,,,,,,,20465
10998,composing,W,n,,,,,,,,,20465
10999,composite,W,n,,,,,,,,,20465
11000,composite,W,adj,,,,,,,,,20465
11001,compositional,W,adj,,,,,,,,,20465
11002,compost,W,v,,,,,,,,,20465
11003,compost,W,n,,,,,,,,,20465
11004,compostable,W,adj,,,,,,,,,20465
11005,composted,W,adj,,,,,,,,,20465
11006,composter,W,n,,,,,,,,,20465
11007,composting,W,n,,,,,,,,,20465
11008,composting,W,adj,,,,,,,,,20465
11009,compounding,W,adj,,,,,,,,,20465
11010,comprehend,W,v,,,,,,,,,20465
11011,comprehensible,W,adj,,,,,,,,,20465
11012,comprehension,W,n,,,,,,,,,20465
11013,comprehensively,W,,,,,,,,,,20465
11014,compress,W,v,,,,,,,,,20465
11015,compress,W,n,,,,,,,,,20465
11016,compressed,W,adj,,,,,,,,,20465
11017,compression,W,n,,,,,,,,,20465
11018,compressor,W,n,,,,,,,,,20465
11019,compromised,W,adj,,,,,,,,,20465
11020,comptroller,W,n,,,,,,,,,20465
11021,compulsive,W,adj,,,,,,,,,20465
11022,computation,W,n,,,,,,,,,20465
11023,computational,W,adj,,,,,,,,,20465
11024,computer-aided,W,adj,,,,,,,,,20465
11025,computer-assisted,W,adj,,,,,,,,,20465
11026,computer-based,W,adj,,,,,,,,,20465
11027,computerized,W,adj,,,,,,,,,20465
11028,computing,W,n,,,,,,,,,20465
11029,comrade,W,n,,,,,,,,,20465
11030,con,W,v,,,,,,,,,20465
11031,con,W,n,,,,,,,,,20465
11032,concave,W,adj,,,,,,,,,20465
11033,concealed,W,adj,,,,,,,,,20465
11034,concealer,W,n,,,,,,,,,20465
11035,concealment,W,n,,,,,,,,,20465
11036,concentrated,W,adj,,,,,,,,,20465
11037,concentrator,W,n,,,,,,,,,20465
11038,concentric,W,adj,,,,,,,,,20465
11039,concertina,W,n,,,,,,,,,20465
11040,concerto,W,n,,,,,,,,,20465
11041,concierge,W,n,,,,,,,,,20465
11042,conclave,W,n,,,,,,,,,20465
11043,conclusive,W,adj,,,,,,,,,20465
11044,concomitant,W,adj,,,,,,,,,20465
11045,concord,W,n,,,,,,,,,20465
11046,concordance,W,n,,,,,,,,,20465
11047,concourse,W,n,,,,,,,,,20465
11048,concur,W,v,,,,,,,,,20465
11049,concussion,W,n,,,,,,,,,20465
11050,condemned,W,adj,,,,,,,,,20465
11051,condensation,W,n,,,,,,,,,20465
11052,condenser,W,n,,,,,,,,,20465
11053,conditioned,W,adj,,,,,,,,,20465
11054,conditioner,W,n,,,,,,,,,20465
11055,conditioning,W,n,,,,,,,,,20465
11056,condo,W,n,,,,,,,,,20465
11057,condolence,W,n,,,,,,,,,20465
11058,condom,W,n,,,,,,,,,20465
11059,condominium,W,n,,,,,,,,,20465
11060,condor,W,n,,,,,,,,,20465
11061,conductive,W,adj,,,,,,,,,20465
11062,conductivity,W,n,,,,,,,,,20465
11063,conductor,W,n,,,,,,,,,20465
11064,conduit,W,n,,,,,,,,,20465
11065,cone,W,n,,,,,,,,,20465
11066,confection,W,n,,,,,,,,,20465
11067,confectioner,W,n,,,,,,,,,20465
11068,confectionery,W,n,,,,,,,,,20465
11069,confederacy,W,n,,,,,,,,,20465
11070,confederate,W,n,,,,,,,,,20465
11071,confederation,W,n,,,,,,,,,20465
11072,conferencing,W,n,,,,,,,,,20465
11073,confetti,W,n,,,,,,,,,20465
11074,confidential,W,adj,,,,,,,,,20465
11075,confidentiality,W,n,,,,,,,,,20465
11076,confidentially,W,,,,,,,,,,20465
11077,configure,W,v,,,,,,,,,20465
11078,confined,W,adj,,,,,,,,,20465
11079,confinement,W,n,,,,,,,,,20465
11080,confirmed,W,adj,,,,,,,,,20465
11081,confluence,W,n,,,,,,,,,20465
11082,confocal,W,adj,,,,,,,,,20465
11083,conform,W,v,,,,,,,,,20465
11084,conformance,W,n,,,,,,,,,20465
11085,conformation,W,n,,,,,,,,,20465
11086,conformity,W,n,,,,,,,,,20465
11087,confusingly,W,,,,,,,,,,20465
11088,congestion,W,n,,,,,,,,,20465
11089,congratulations,W,n,,,,,,,,,20465
11090,congratulatory,W,adj,,,,,,,,,20465
11091,congregational,W,adj,,,,,,,,,20465
11092,congress,W,n,,,,,,,,,20465
11093,congressman,W,n,,,,,,,,,20465
11094,conic,W,adj,,,,,,,,,20465
11095,conjecture,W,n,,,,,,,,,20465
11096,conjugate,W,v,,,,,,,,,20465
11097,conjugate,W,n,,,,,,,,,20465
11098,conjugation,W,n,,,,,,,,,20465
11099,conjunction,W,n,,,,,,,,,20465
11100,conjure,W,v,,,,,,,,,20465
11101,conjuring,W,n,,,,,,,,,20465
11102,connecting,W,adj,,,,,,,,,20465
11103,connective,W,n,,,,,,,,,20465
11104,connective,W,adj,,,,,,,,,20465
11105,connectivity,W,n,,,,,,,,,20465
11106,connector,W,n,,,,,,,,,20465
11107,connexion,W,n,,,,,,,,,20465
11108,connoisseur,W,n,,,,,,,,,20465
11109,conqueror,W,n,,,,,,,,,20465
11110,conquest,W,n,,,,,,,,,20465
11111,conscientious,W,adj,,,,,,,,,20465
11112,consciously,W,,,,,,,,,,20465
11113,conscript,W,n,,,,,,,,,20465
11114,conscription,W,n,,,,,,,,,20465
11115,consecration,W,n,,,,,,,,,20465
11116,conservancy,W,n,,,,,,,,,20465
11117,conservator,W,n,,,,,,,,,20465
11118,conservatory,W,n,,,,,,,,,20465
11119,conserved,W,adj,,,,,,,,,20465
11120,consign,W,v,,,,,,,,,20465
11121,consignment,W,n,,,,,,,,,20465
11122,consignor,W,n,,,,,,,,,20465
11123,consolation,W,n,,,,,,,,,20465
11124,console,W,v,,,,,,,,,20465
11125,console,W,n,,,,,,,,,20465
11126,consolidated,W,adj,,,,,,,,,20465
11127,consolidation,W,n,,,,,,,,,20465
11128,consonant,W,n,,,,,,,,,20465
11129,consonant,W,adj,,,,,,,,,20465
11130,consort,W,v,,,,,,,,,20465
11131,consortium,W,n,,,,,,,,,20465
11132,constable,W,n,,,,,,,,,20465
11133,constellation,W,n,,,,,,,,,20465
11134,constipate,W,v,,,,,,,,,20465
11135,constipated,W,adj,,,,,,,,,20465
11136,constipation,W,n,,,,,,,,,20465
11137,constituent,W,n,,,,,,,,,20465
11138,constituent,W,adj,,,,,,,,,20465
11139,constructed,W,adj,,,,,,,,,20465
11140,constructor,W,n,,,,,,,,,20465
11141,construe,W,v,,,,,,,,,20465
11142,consul,W,n,,,,,,,,,20465
11143,consular,W,adj,,,,,,,,,20465
11144,consulate,W,n,,,,,,,,,20465
11145,consultancy,W,n,,,,,,,,,20465
11146,consultative,W,adj,,,,,,,,,20465
11147,consulting,W,n,,,,,,,,,20465
11148,consulting,W,adj,,,,,,,,,20465
11149,consumable,W,adj,,,,,,,,,20465
11150,consummate,W,v,,,,,,,,,20465
11151,contagion,W,n,,,,,,,,,20465
11152,contagious,W,adj,,,,,,,,,20465
11153,containerized,W,adj,,,,,,,,,20465
11154,containment,W,n,,,,,,,,,20465
11155,contaminant,W,n,,,,,,,,,20465
11156,contaminate,W,v,,,,,,,,,20465
11157,contaminated,W,adj,,,,,,,,,20465
11158,contamination,W,n,,,,,,,,,20465
11159,contemplation,W,n,,,,,,,,,20465
11160,contemplative,W,adj,,,,,,,,,20465
11161,contestant,W,n,,,,,,,,,20465
11162,contextual,W,adj,,,,,,,,,20465
11163,continental,W,adj,,,,,,,,,20465
11164,contingency,W,n,,,,,,,,,20465
11165,contingent,W,adj,,,,,,,,,20465
11166,continuation,W,n,,,,,,,,,20465
11167,continued,W,adj,,,,,,,,,20465
11168,continuing,W,adj,,,,,,,,,20465
11169,continuously,W,,,,,,,,,,20465
11170,continuum,W,n,,,,,,,,,20465
11171,contour,W,n,,,,,,,,,20465
11172,contoured,W,adj,,,,,,,,,20465
11173,contraception,W,n,,,,,,,,,20465
11174,contraceptive,W,n,,,,,,,,,20465
11175,contraceptive,W,adj,,,,,,,,,20465
11176,contracting,W,adj,,,,,,,,,20465
11177,contraction,W,n,,,,,,,,,20465
11178,contractual,W,adj,,,,,,,,,20465
11179,contradict,W,v,,,,,,,,,20465
11180,contrail,W,n,,,,,,,,,20465
11181,contraindicate,W,v,,,,,,,,,20465
11182,contraindication,W,n,,,,,,,,,20465
11183,contralateral,W,adj,,,,,,,,,20465
11184,contrarian,W,n,,,,,,,,,20465
11185,contrasting,W,adj,,,,,,,,,20465
11186,contravention,W,n,,,,,,,,,20465
11187,contributing,W,adj,,,,,,,,,20465
11188,controlled,W,adj,,,,,,,,,20465
11189,controller,W,n,,,,,,,,,20465
11190,convection,W,n,,,,,,,,,20465
11191,convective,W,adj,,,,,,,,,20465
11192,convene,W,v,,,,,,,,,20465
11193,conveniently,W,,,,,,,,,,20465
11194,convent,W,n,,,,,,,,,20465
11195,converge,W,v,,,,,,,,,20465
11196,convergence,W,n,,,,,,,,,20465
11197,convergent,W,adj,,,,,,,,,20465
11198,converging,W,adj,,,,,,,,,20465
11199,conversant,W,adj,,,,,,,,,20465
11200,conversational,W,adj,,,,,,,,,20465
11201,converse,W,v,,,,,,,,,20465
11202,converse,W,n,,,,,,,,,20465
11203,converse,W,adj,,,,,,,,,20465
11204,conversely,W,,,,,,,,,,20465
11205,converted,W,adj,,,,,,,,,20465
11206,converter,W,n,,,,,,,,,20465
11207,convertible,W,n,,,,,,,,,20465
11208,convex,W,adj,,,,,,,,,20465
11209,conveyance,W,n,,,,,,,,,20465
11210,conveyor,W,n,,,,,,,,,20465
11211,convicted,W,adj,,,,,,,,,20465
11212,convocation,W,n,,,,,,,,,20465
11213,convolution,W,n,,,,,,,,,20465
11214,convoy,W,n,,,,,,,,,20465
11215,co-occur,W,v,,,,,,,,,20465
11216,co-occurring,W,adj,,,,,,,,,20465
11217,cookbook,W,n,,,,,,,,,20465
11218,cooked,W,adj,,,,,,,,,20465
11219,cookery,W,n,,,,,,,,,20465
11220,cookie,W,n,,,,,,,,,20465
11221,cooktop,W,n,,,,,,,,,20465
11222,cookware,W,n,,,,,,,,,20465
11223,coolant,W,n,,,,,,,,,20465
11224,cool-down,W,n,,,,,,,,,20465
11225,cooler,W,n,,,,,,,,,20465
11226,cooling,W,n,,,,,,,,,20465
11227,cooling,W,adj,,,,,,,,,20465
11228,coolness,W,n,,,,,,,,,20465
11229,coon,W,n,,,,,,,,,20465
11230,co-op,W,n,,,,,,,,,20465
11231,coordinated,W,adj,,,,,,,,,20465
11232,coordinating,W,adj,,,,,,,,,20465
11233,co-pay,W,n,,,,,,,,,20465
11234,co-payment,W,n,,,,,,,,,20465
11235,copier,W,n,,,,,,,,,20465
11236,copperplate,W,n,,,,,,,,,20465
11237,copter,W,n,,,,,,,,,20465
11238,coptic,W,adj,,,,,,,,,20465
11239,copycat,W,n,,,,,,,,,20465
11240,copyrighted,W,adj,,,,,,,,,20465
11241,copywriter,W,n,,,,,,,,,20465
11242,coral,W,n,,,,,,,,,20465
11243,cord,W,n,,,,,,,,,20465
11244,corded,W,adj,,,,,,,,,20465
11245,cordial,W,adj,,,,,,,,,20465
11246,cordless,W,adj,,,,,,,,,20465
11247,coriander,W,n,,,,,,,,,20465
11248,corinthian,W,n,,,,,,,,,20465
11249,cork,W,n,,,,,,,,,20465
11250,corkboard,W,n,,,,,,,,,20465
11251,corkscrew,W,n,,,,,,,,,20465
11252,corn,W,n,,,,,,,,,20465
11253,cornea,W,n,,,,,,,,,20465
11254,corneal,W,adj,,,,,,,,,20465
11255,cornerback,W,n,,,,,,,,,20465
11256,cornerstone,W,n,,,,,,,,,20465
11257,cornet,W,n,,,,,,,,,20465
11258,cornice,W,n,,,,,,,,,20465
11259,cornish,W,adj,,,,,,,,,20465
11260,corona,W,n,,,,,,,,,20465
11261,coronal,W,adj,,,,,,,,,20465
11262,coronary,W,adj,,,,,,,,,20465
11263,coronet,W,n,,,,,,,,,20465
11264,corporal,W,n,,,,,,,,,20465
11265,corps,W,n,,,,,,,,,20465
11266,corpse,W,n,,,,,,,,,20465
11267,corpsman,W,n,,,,,,,,,20465
11268,corpus,W,n,,,,,,,,,20465
11269,correctional,W,adj,,,,,,,,,20465
11270,corrective,W,adj,,,,,,,,,20465
11271,correctness,W,n,,,,,,,,,20465
11272,corrosion,W,n,,,,,,,,,20465
11273,corrosive,W,adj,,,,,,,,,20465
11274,corrugated,W,adj,,,,,,,,,20465
11275,corsair,W,n,,,,,,,,,20465
11276,corset,W,n,,,,,,,,,20465
11277,cortex,W,n,,,,,,,,,20465
11278,cortisol,W,n,,,,,,,,,20465
11279,cortisone,W,n,,,,,,,,,20465
11280,cosmetic,W,adj,,,,,,,,,20465
11281,cosmetics,W,n,,,,,,,,,20465
11282,cosmetologist,W,n,,,,,,,,,20465
11283,cosmetology,W,n,,,,,,,,,20465
11284,cosmic,W,adj,,,,,,,,,20465
11285,cosmological,W,adj,,,,,,,,,20465
11286,cosmology,W,n,,,,,,,,,20465
11287,cosmopolitan,W,n,,,,,,,,,20465
11288,cosmos,W,n,,,,,,,,,20465
11289,co-star,W,v,,,,,,,,,20465
11290,co-star,W,n,,,,,,,,,20465
11291,cost-effective,W,adj,,,,,,,,,20465
11292,cost-effectively,W,,,,,,,,,,20465
11293,costumer,W,n,,,,,,,,,20465
11294,cosy,W,adj,,,,,,,,,20465
11295,cot,W,n,,,,,,,,,20465
11296,couch,W,n,,,,,,,,,20465
11297,cougar,W,n,,,,,,,,,20465
11298,cough,W,v,,,,,,,,,20465
11299,cough,W,n,,,,,,,,,20465
11300,counsel,W,v,,,,,,,,,20465
11301,counsel,W,n,,,,,,,,,20465
11302,counseling,W,n,,,,,,,,,20465
11303,counselor,W,n,,,,,,,,,20465
11304,countable,W,adj,,,,,,,,,20465
11305,countdown,W,n,,,,,,,,,20465
11306,countenance,W,n,,,,,,,,,20465
11307,counteract,W,v,,,,,,,,,20465
11308,counterclockwise,W,,,,,,,,,,20465
11309,counter-example,W,n,,,,,,,,,20465
11310,counterfeit,W,adj,,,,,,,,,20465
11311,counterintelligence,W,n,,,,,,,,,20465
11312,countermeasure,W,n,,,,,,,,,20465
11313,counterparty,W,n,,,,,,,,,20465
11314,counterpoint,W,n,,,,,,,,,20465
11315,counter-revolutionary,W,adj,,,,,,,,,20465
11316,counterterrorism,W,n,,,,,,,,,20465
11317,countertop,W,n,,,,,,,,,20465
11318,countervailing,W,adj,,,,,,,,,20465
11319,counting,W,n,,,,,,,,,20465
11320,countryman,W,n,,,,,,,,,20465
11321,countrywide,W,adj,,,,,,,,,20465
11322,countywide,W,adj,,,,,,,,,20465
11323,coupe,W,n,,,,,,,,,20465
11324,coupler,W,n,,,,,,,,,20465
11325,couplet,W,n,,,,,,,,,20465
11326,coupling,W,n,,,,,,,,,20465
11327,coupon,W,n,,,,,,,,,20465
11328,courier,W,n,,,,,,,,,20465
11329,courseware,W,n,,,,,,,,,20465
11330,coursework,W,n,,,,,,,,,20465
11331,courteous,W,adj,,,,,,,,,20465
11332,courthouse,W,n,,,,,,,,,20465
11333,courtly,W,adj,,,,,,,,,20465
11334,courtroom,W,n,,,,,,,,,20465
11335,courtyard,W,n,,,,,,,,,20465
11336,couture,W,n,,,,,,,,,20465
11337,covariance,W,n,,,,,,,,,20465
11338,cove,W,n,,,,,,,,,20465
11339,covenant,W,v,,,,,,,,,20465
11340,covenant,W,n,,,,,,,,,20465
11341,covering,W,n,,,,,,,,,20465
11342,covert,W,adj,,,,,,,,,20465
11343,cover-up,W,n,,,,,,,,,20465
11344,cowboy,W,n,,,,,,,,,20465
11345,cowgirl,W,n,,,,,,,,,20465
11346,cowhide,W,n,,,,,,,,,20465
11347,cowl,W,n,,,,,,,,,20465
